AJ278649.1	"Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)"	segment 8 (NS)	
AJ289871.1	"Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)"	segment 5 (NP)	
AJ404626.1	"Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)"	segment 4 (HA)	
AJ404629.1	"Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)"	segment 6 (NA)	
AJ404630.1	"Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)"	segment 1 (PB2)	
AJ404634.1	"Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)"	segment 2 (PB1)	
AJ404637.1	"Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)"	segment 3 (PA)	
AJ493062.2	Enterovirus B77 (EV-B77)		
AJ854486.1	Human adenovirus 9 (HAdV-9)		
AM749299.1	Human adenovirus 31 (HAdV-31)		
AY163756.1	Human adenovirus 11 (HAdV-11)		
AY208120.2	Enterovirus B78 (EV-B78)		
AY209932.1	"Influenza A virus (IAV), strain A/Korea/426/1968(H2N2)"	segment 6 (NA)	
AY210103.1	"Influenza A virus (IAV), strain A/Korea/426/1968(H2N2)"	segment 5 (NP)	
AY210191.1	"Influenza A virus (IAV), strain A/Korea/426/1968(H2N2)"	segment 8 (NS)	
AY274119.3	Severe acute respiratory syndrome coronavirus (SARS-CoV)		
AY302539.1	Echovirus 13 (E13)		
AY302540.1	Echovirus 14 (E14)		
AY302541.1	Echovirus 15 (E15)		
AY302542.1	Echovirus 16 (E16)		
AY302543.1	Echovirus 17 (E17)		
AY302544.1	Echovirus 19 (E19)		
AY302545.1	Echovirus 2 (E2)		
AY302546.1	Echovirus 20 (E20)		
AY302547.1	Echovirus 21 (E21)		
AY302548.1	Echovirus 24 (E24)		
AY302549.1	Echovirus 25 (E25)		
AY302550.1	Echovirus 26 (E26)		
AY302551.1	Echovirus 27 (E27)		
AY302552.1	Echovirus 29 (E29)		
AY302553.1	Echovirus 3 (E3)		
AY302554.1	Echovirus 31 (E31)		
AY302555.1	Echovirus 32 (E32)		
AY302556.1	Echovirus 33 (E33)		
AY302557.1	Echovirus 4 (E4)		
AY302558.1	Echovirus 6 (E6)		
AY302559.1	Echovirus 7 (E7)		
AY302560.1	Enterovirus B69 (EV-B69)		
AY421760.1	Coxsackievirus A2 (CV-A2)		
AY421761.1	Coxsackievirus A3 (CV-A3)		
AY421762.1	Coxsackievirus A4 (CV-A4)		
AY421763.1	Coxsackievirus A5 (CV-A5)		
AY421764.1	Coxsackievirus A6 (CV-A6)		
AY421765.1	Coxsackievirus A7 (CV-A7)		
AY421766.1	Coxsackievirus A8 (CV-A8)		
AY421767.1	Coxsackievirus A10 (CVA-10)		
AY421768.1	Coxsackievirus A12 (CVA-12)		
AY421769.1	Coxsackievirus A14 (CVA-14)		
AY426531.1	Enterovirus D68 (EV-D68)		
AY462106.1	Enterovirus F4 (EV-F4)		
AY487947.1	Human adenovirus 4 (HAdV-4)		
AY525843.1	"Human metapneumovirus (HMPV), subtype B1"		
AY556057.1	Enterovirus B74 (EV-B74)		
AY556070.1	Enterovirus B75 (EV-B75)		
AY567487.2	Human coronavirus NL63 (HCoV-NL63)		
AY585228.1	Human coronavirus OC43 (HCoV-OC43)		
AY597011.2	Human coronavirus HKU1 (HCoV-HKU1)		
AY601633.1	Human adenovirus 21 (HAdV-21)		
AY601636.1	Human adenovirus 16 (HAdV-16)		
AY697458.1	Enterovirus A76 (EV-A76)		
AY697459.1	Enterovirus A89 (EV-A89)		
AY697460.1	Enterovirus A90 (EV-A90)		
AY697461.1	Enterovirus A91 (EV-A91)		
AY737797.1	Human adenovirus 34 (HAdV-34)		
AY737798.1	Human adenovirus 50 (HAdV-50)		
AY751783.1	Human rhinovirus A39 (RV-A39)		
AY803294.1	Human adenovirus 14 (HAdV-14)		
AY843297.1	Enterovirus B79 (EV-B79)		
AY843298.1	Enterovirus B80 (EV-B80)		
AY843299.1	Enterovirus B81 (EV-B81)		
AY843300.1	Enterovirus B82 (EV-B82)		
AY843301.1	Enterovirus B83 (EV-B83)		
AY843303.1	Enterovirus B85 (EV-B85)		
AY843304.1	Enterovirus B86 (EV-B86)		
AY843305.1	Enterovirus B87 (EV-B87)		
AY843306.1	Enterovirus B88 (EV-B88)		
AY843307.1	Enterovirus B97 (EV-B97)		
AY843308.1	Enterovirus B101 (EV-B101)		
AY875648.1	Human adenovirus 46 (HAdV-46)		
CY002064.1	"Influenza A virus (IAV), strain A/New York/392/2004(H3N2)"	segment 4 (HA)	
CY002065.1	"Influenza A virus (IAV), strain A/New York/392/2004(H3N2)"	segment 7 (MP)	
CY002066.1	"Influenza A virus (IAV), strain A/New York/392/2004(H3N2)"	segment 6 (NA)	
CY002067.1	"Influenza A virus (IAV), strain A/New York/392/2004(H3N2)"	segment 5 (NP)	
CY002068.1	"Influenza A virus (IAV), strain A/New York/392/2004(H3N2)"	segment 8 (NS)	
CY002069.1	"Influenza A virus (IAV), strain A/New York/392/2004(H3N2)"	segment 3 (PA)	
CY002070.1	"Influenza A virus (IAV), strain A/New York/392/2004(H3N2)"	segment 2 (PB1)	
CY002071.1	"Influenza A virus (IAV), strain A/New York/392/2004(H3N2)"	segment 1 (PB2)	
CY018765.1	"Influenza B virus (IBV), strain B/Yamagata/16/1988"	segment 4 (HA)	
CY018766.1	"Influenza B virus (IBV), strain B/Yamagata/16/1988"	segment 7 (MP)	
CY018767.1	"Influenza B virus (IBV), strain B/Yamagata/16/1988"	segment 6 (NA)	
CY018768.1	"Influenza B virus (IBV), strain B/Yamagata/16/1988"	segment 5 (NP)	
CY018769.1	"Influenza B virus (IBV), strain B/Yamagata/16/1988"	segment 8 (NS)	
CY018770.1	"Influenza B virus (IBV), strain B/Yamagata/16/1988"	segment 3 (PA)	
CY018771.1	"Influenza B virus (IBV), strain B/Yamagata/16/1988"	segment 2 (PB1)	
CY018772.1	"Influenza B virus (IBV), strain B/Yamagata/16/1988"	segment 1 (PB2)	
CY040449.1	"Influenza B virus (IBV), strain B/Malaysia/2506/2004"	segment 4 (HA)	
CY040450.1	"Influenza B virus (IBV), strain B/Malaysia/2506/2004"	segment 7 (MP)	
CY040451.1	"Influenza B virus (IBV), strain B/Malaysia/2506/2004"	segment 6 (NA)	
CY040452.1	"Influenza B virus (IBV), strain B/Malaysia/2506/2004"	segment 5 (NP)	
CY040453.1	"Influenza B virus (IBV), strain B/Malaysia/2506/2004"	segment 8 (NS)	
CY040454.1	"Influenza B virus (IBV), strain B/Malaysia/2506/2004"	segment 3 (PA)	
CY040455.1	"Influenza B virus (IBV), strain B/Malaysia/2506/2004"	segment 2 (PB1)	
CY040456.1	"Influenza B virus (IBV), strain B/Malaysia/2506/2004"	segment 1 (PB2)	
D00214.1	Enterovirus E1 (EV-E1)		
D00239.1	Human rhinovirus A1B (RV-A1B)		
D00627.1	Coxsackievirus A9 (CV-A9)		
D00820.1	Enterovirus D70 (EV-D70)		
DQ086466.1	Human adenovirus 3 (HAdV-3)		
DQ092770.1	Enterovirus F1 (EV-F1)		
DQ092786.1	Enterovirus E3 (EV-E3)		
DQ092792.1	Enterovirus E2 (EV-E2)		
DQ092794.1	Enterovirus F3 (EV-F3)		
DQ092795.1	Enterovirus F2 (EV-F2)		
DQ315364.2	Human adenovirus 41 (HAdV-41)		
DQ315670.1	Human parechovirus 4 (HPeV-4)		
DQ393829.1	Human adenovirus 49 (HAdV-49)		
DQ473485.1	Human rhinovirus B3 (RV-B3)		
DQ473486.1	Human rhinovirus B6 (RV-B6)		
DQ473487.1	Human rhinovirus B35 (RV-B35)		
DQ473488.1	Human rhinovirus B48 (RV-B48)		
DQ473489.1	Human rhinovirus B70 (RV-B70)		
DQ473490.1	Human rhinovirus B4 (RV-B4)		
DQ473491.1	Human rhinovirus A41 (RV-A41)		
DQ473492.1	Human rhinovirus A73 (RV-A73)		
DQ473493.1	Human rhinovirus A15 (RV-A15)		
DQ473494.1	Human rhinovirus A74 (RV-A74)		
DQ473495.1	Human rhinovirus A38 (RV-A38)		
DQ473496.1	Human rhinovirus A49 (RV-A49)		
DQ473497.1	Human rhinovirus A23 (RV-A23)		
DQ473498.1	Human rhinovirus A10 (RV-A10)		
DQ473500.1	Human rhinovirus A59 (RV-A59)		
DQ473501.1	Human rhinovirus A34 (RV-A34)		
DQ473502.1	Human rhinovirus A76 (RV-A76)		
DQ473503.1	Human rhinovirus A7 (RV-A7)		
DQ473504.1	Human rhinovirus A88 (RV-A88)		
DQ473505.1	Human rhinovirus A36 (RV-A36)		
DQ473506.1	Human rhinovirus A46 (RV-A46)		
DQ473507.1	Human rhinovirus A53 (RV-A53)		
DQ473508.1	Human rhinovirus A28 (RV-A28)		
DQ473509.1	Human rhinovirus A82 (RV-A82)		
DQ473510.1	Human rhinovirus A75 (RV-A75)		
DQ473511.1	Human rhinovirus A55 (RV-A55)		
DQ473512.1	Human rhinovirus A30 (RV-A30)		
DQ875932.2	Human rhinovirus C7 (RV-C7)		
DQ900900.1	Human adenovirus 37 (HAdV-37)		
DQ902712.1	Enterovirus B84 (EV-B84)		
DQ902713.1	Enterovirus B100 (EV-B100)		
DQ916376.1	Enterovirus D94 (EV-D94)		
DQ923122.2	Human adenovirus 52 (HAdV-52)		
EF015886.1	Enterovirus C96 (EV-C96)		
EF026081.1	Coxsackievirus A24 (CVA-24)		
EF077279.1	Human rhinovirus C1 (RV-C1)		
EF077280.1	Human rhinovirus C2 (RV-C2)		
EF127906.1	KI polyomavirus (KIPyV)		
EF153473.1	Human adenovirus 48 (HAdV-48)		
EF153474.1	Human adenovirus 26 (HAdV-26)		
EF155421.1	Human rhinovirus A102 (RV-A102)		
EF173414.1	Human rhinovirus A11 (RV-A11)		
EF173415.1	Human rhinovirus A12 (RV-A12)		
EF173416.1	Human rhinovirus A24 (RV-A24)		
EF173417.1	Human rhinovirus A64 (RV-A64)		
EF173418.1	Human rhinovirus A78 (RV-A78)		
EF173419.1	Human rhinovirus A94 (RV-A94)		
EF173420.1	Human rhinovirus B17 (RV-B17)		
EF173423.1	Human rhinovirus B37 (RV-B37)		
EF173425.1	Human rhinovirus B93 (RV-B93)		
EF186077.2	Human rhinovirus C3 (RV-C3)		
EF444549.1	WU polyomavirus (WUPyV)		
EF555644.1	Enterovirus C99 (EV-C99)		
EF555645.1	Enterovirus C102 (EV-C102)		
EF582385.1	Human rhinovirus C4 (RV-C4)		
EF582386.1	Human rhinovirus C5 (RV-C5)		
EF582387.1	Human rhinovirus C6 (RV-C6)		
EF667344.1	Enterovirus A92 (EV-A92)		
EU556224.1	Human parechovirus 7 (HPeV-7)		
EU716175.1	Human parechovirus 8 (HPeV-8)		
EU840728.1	Human rhinovirus C19 (RV-C19)		
EU840733.1	Enterovirus C104 (EV-C104)		
EU840952.2	Human rhinovirus C11 (RV-C11)		
EU918736.1	Human bocavirus 3 (HBoV3)		
FJ007373.1	Enterovirus J103 (EV-J103)		
FJ168778.1	"Human metapneumovirus (HMPV), subtype B2"		
FJ168779.1	"Human metapneumovirus (HMPV), subtype A2"		
FJ169625.1	Human adenovirus 53 (HAdV-53)		
FJ170278.1	Human bocavirus 2c (HBoV2c)		
FJ349096.1	Human adenovirus 6 (HAdV-6)		
FJ373179.1	Human parechovirus 14 (HPeV-14)		
FJ404771.1	Human adenovirus 22 (HAdV-22)		
FJ445111.1	Human rhinovirus A1 (RV-A1)		
FJ445112.1	Human rhinovirus B5 (RV-B5)		
FJ445113.1	Human rhinovirus A8 (RV-A8)		
FJ445116.1	Human rhinovirus A13 (RV-A13)		
FJ445118.1	Human rhinovirus A18 (RV-A18)		
FJ445119.1	Human rhinovirus A19 (RV-A19)		
FJ445120.1	Human rhinovirus A20 (RV-A20)		
FJ445121.1	Human rhinovirus A21 (RV-A21)		
FJ445122.1	Human rhinovirus A22 (RV-A22)		
FJ445123.1	Human rhinovirus A25 (RV-A25)		
FJ445124.1	Human rhinovirus B26 (RV-B26)		
FJ445125.1	Human rhinovirus A29 (RV-A29)		
FJ445126.1	Human rhinovirus A31 (RV-A31)		
FJ445127.1	Human rhinovirus A32 (RV-A32)		
FJ445128.1	Human rhinovirus A33 (RV-A33)		
FJ445129.1	Human rhinovirus A40 (RV-A40)		
FJ445130.1	Human rhinovirus B42 (RV-B42)		
FJ445131.1	Human rhinovirus A43 (RV-A43)		
FJ445132.1	Human rhinovirus A45 (RV-A45)		
FJ445133.1	Human rhinovirus A47 (RV-A47)		
FJ445135.1	Human rhinovirus A50 (RV-A50)		
FJ445136.1	Human rhinovirus A51 (RV-A51)		
FJ445137.1	Human rhinovirus B104 (RV-B104)		
FJ445138.1	Human rhinovirus A54 (RV-A54)		
FJ445140.1	Human rhinovirus A56 (RV-A56)		
FJ445141.1	Human rhinovirus A57 (RV-A57)		
FJ445142.1	Human rhinovirus A58 (RV-A58)		
FJ445143.1	Human rhinovirus A60 (RV-A60)		
FJ445144.1	Human rhinovirus A61 (RV-A61)		
FJ445145.1	Human rhinovirus A62 (RV-A62)		
FJ445146.1	Human rhinovirus A63 (RV-A63)		
FJ445147.1	Human rhinovirus A65 (RV-A65)		
FJ445148.1	Human rhinovirus A66 (RV-A66)		
FJ445149.1	Human rhinovirus A67 (RV-A67)		
FJ445150.1	Human rhinovirus A68 (RV-A68)		
FJ445151.1	Human rhinovirus B69 (RV-B69)		
FJ445152.1	Human rhinovirus A71 (RV-A71)		
FJ445153.1	Human rhinovirus B72 (RV-B72)		
FJ445154.1	Human rhinovirus A77 (RV-A77)		
FJ445155.1	Human rhinovirus B79 (RV-B79)		
FJ445156.1	Human rhinovirus A80 (RV-A80)		
FJ445157.1	Human rhinovirus A81 (RV-A81)		
FJ445161.1	Human rhinovirus B83 (RV-B83)		
FJ445162.1	Human rhinovirus B84 (RV-B84)		
FJ445163.1	Human rhinovirus A85 (RV-A85)		
FJ445164.1	Human rhinovirus B86 (RV-B86)		
FJ445167.1	Human rhinovirus A90 (RV-A90)		
FJ445168.1	Human rhinovirus B91 (RV-B91)		
FJ445169.1	Human rhinovirus B92 (RV-B92)		
FJ445171.1	Human rhinovirus A96 (RV-A96)		
FJ445172.1	Human rhinovirus B97 (RV-B97)		
FJ445174.1	Human rhinovirus B99 (RV-B99)		
FJ445175.1	Human rhinovirus A100 (RV-A100)		
FJ445177.1	Human rhinovirus A9 (RV-A9)		
FJ445186.1	Human rhinovirus B27 (RV-B27)		
FJ445188.1	Human rhinovirus B52 (RV-B52)		
FJ643676.1	Human adenovirus 55 (HAdV-55)		
FJ824826.1	Human adenovirus 28 (HAdV-28)		
FJ969536.1	"Influenza A virus (IAV), strain A/California/07/2009(H1N1)"	segment 5 (NP)	
FJ969537.1	"Influenza A virus (IAV), strain A/California/07/2009(H1N1)"	segment 7 (MP)	
FJ969538.1	"Influenza A virus (IAV), strain A/California/07/2009(H1N1)"	segment 8 (NS)	
FJ969539.1	"Influenza A virus (IAV), strain A/California/07/2009(H1N1)"	segment 3 (PA)	
FJ969540.1	"Influenza A virus (IAV), strain A/California/07/2009(H1N1)"	segment 4 (HA)	
FJ973558.1	Human bocavirus 2a (HBoV2a)		
FJ973560.1	Human bocavirus 2b (HBoV2b)		
FJ973561.2	Human bocavirus 4 (HBoV4)		
FJ984386.1	"Influenza A virus (IAV), strain A/California/07/2009(H1N1)"	segment 6 (NA)	
FJ984387.1	"Influenza A virus (IAV), strain A/California/07/2009(H1N1)"	segment 1 (PB2)	
GQ223227.1	Human rhinovirus C8 (RV-C8)		
GQ223228.1	Human rhinovirus C9 (RV-C9)		
GQ323558.1	"Influenza A virus (IAV), strain A/California/07/2009(H1N1)"	segment 2 (PB1)	
GQ323774.1	Human rhinovirus C10 (RV-C10)		
GQ384080.1	Human adenovirus 36 (HAdV-36)		
GQ415051.1	Human rhinovirus A101 (RV-A101)		
GQ865517.1	Enterovirus C109 (EV-C109)		
GU191019.1	Human adenovirus 18 (HAdV-18)		
GU219984.1	Human rhinovirus C15 (RV-C15)		
HM236897.1	Human rhinovirus C32 (RV-C32)		
HM236903.1	Human rhinovirus C21 (RV-C21)		
HM236904.1	Human rhinovirus C26 (RV-C26)		
HM236906.1	Human rhinovirus C27 (RV-C27)		
HM236908.1	Human rhinovirus C13 (RV-C13)		
HM236911.1	Human rhinovirus C14 (RV-C14)		
HM236918.1	Human rhinovirus C18 (RV-C18)		
HM236923.1	Human rhinovirus C20 (RV-C20)		
HM236934.1	Human rhinovirus C33 (RV-C33)		
HM236936.1	Human rhinovirus C17 (RV-C17)		
HM236939.1	Human rhinovirus C24 (RV-C24)		
HM236949.1	Human rhinovirus C29 (RV-C29)		
HM236952.1	Human rhinovirus C25 (RV-C25)		
HM236954.1	Human rhinovirus C28 (RV-C28)		
HM236958.1	Human rhinovirus C12 (RV-C12)		
HM236964.1	Human rhinovirus C31 (RV-C31)		
HM236968.1	Human rhinovirus C30 (RV-C30)		
HM770721.2	Human adenovirus 56 (HAdV-56)		
HQ123444.1	Human rhinovirus B100 (RV-B100)		
HQ702854.1	Enterovirus G3 (EV-G3)		
HQ883276.1	Human adenovirus 58 (HAdV-58)		
J01917.1	Human adenovirus 2 (HAdV-2)		
J02094.1	"Influenza B virus (IBV), strain B/Lee/1940"	segment 7 (MP)	
J02095.1	"Influenza B virus (IBV), strain B/Lee/1940"	segment 6 (NA)	
J02096.1	"Influenza B virus (IBV), strain B/Lee/1940"	segment 8 (NS)	
J02146.1	"Influenza A virus (IAV), strain A/Puerto Rico/8/1934(H1N1)"	segment 6 (NA)	
J02147.1	"Influenza A virus (IAV), strain A/Puerto Rico/8/1934(H1N1)"	segment 5 (NP)	
J02150.1	"Influenza A virus (IAV), strain A/Puerto Rico/8/1934(H1N1)"	segment 8 (NS)	
J02151.1	"Influenza A virus (IAV), strain A/Puerto Rico/8/1934(H1N1)"	segment 2 (PB1)	
JF317015.1	Human rhinovirus C51 (RV-C51)		
JF416310.1	Human rhinovirus C44 (RV-C44)		
JF416311.1	Human rhinovirus C36 (RV-C36)		
JF416318.1	Human rhinovirus C46 (RV-C46)		
JF416321.1	Human rhinovirus C37 (RV-C37)		
JF416322.1	Human rhinovirus C38 (RV-C38)		
JF436925.1	Human rhinovirus C35 (RV-C35)		
JF519760.1	Human rhinovirus C47 (RV-C47)		
JF519762.1	Human rhinovirus C48 (RV-C48)		
JF781500.1	Human rhinovirus B101 (RV-B101)		
JF965515.1	Human rhinovirus A103 (RV-A103)		
JN205461.1	Human rhinovirus C39 (RV-C39)		
JN226746.1	Human adenovirus 10 (HAdV-10)		
JN226747.1	Human adenovirus 13 (HAdV-13)		
JN226749.1	Human adenovirus 20 (HAdV-20)		
JN226750.1	Human adenovirus 23 (HAdV-23)		
JN226751.1	Human adenovirus 24 (HAdV-24)		
JN226752.1	Human adenovirus 25 (HAdV-25)		
JN226753.1	Human adenovirus 27 (HAdV-27)		
JN226754.1	Human adenovirus 29 (HAdV-29)		
JN226755.1	Human adenovirus 30 (HAdV-30)		
JN226756.1	Human adenovirus 32 (HAdV-32)		
JN226757.1	Human adenovirus 47 (HAdV-47)		
JN226758.1	Human adenovirus 33 (HAdV-33)		
JN226759.1	Human adenovirus 38 (HAdV-38)		
JN226760.1	Human adenovirus 39 (HAdV-39)		
JN226761.1	Human adenovirus 42 (HAdV-42)		
JN226762.1	Human adenovirus 43 (HAdV-43)		
JN226763.1	Human adenovirus 44 (HAdV-44)		
JN226764.1	Human adenovirus 45 (HAdV-45)		
JN226765.1	Human adenovirus 51 (HAdV-51)		
JN562727.1	Human rhinovirus A104 (RV-A104)		
JN614995.1	Human rhinovirus A105 (RV-A105)		
JN614996.1	Human rhinovirus B103 (RV-B103)		
JN798566.1	Human rhinovirus C49 (RV-C49)		
JN807387.1	Enterovirus G4 (EV-G4)		
JN815249.1	Human rhinovirus C43 (RV-C43)		
JN815251.1	Human rhinovirus C40 (RV-C40)		
JQ245971.1	Human rhinovirus A106 (RV-A106)		
JQ277724.1	Enterovirus G5 (EV-G5)		
JQ326209.1	Human adenovirus 19 (HAdV-19)		
JQ818253.1	Enterovirus G6 (EV-G6)		
JQ923422.1	Human bocavirus 1 (HBoV1)		
JX074053.1	Human rhinovirus B102 (RV-B102)		
JX219567.1	Human parechovirus 12 (HPeV-12)		
JX219568.1	Human parechovirus 10 (HPeV-10)		
JX219573.1	Human parechovirus 15 (HPeV-15)		
JX219574.1	Human parechovirus 11 (HPeV-11)		
JX219575.1	Human parechovirus 9 (HPeV-9)		
JX219579.1	Human parechovirus 13 (HPeV-13)		
JX219580.1	Human parechovirus 16 (HPeV-16)		
JX262382.1	Enterovirus C117 (EV-C117)		
JX393302.1	Enterovirus C105 (EV-C105)		
JX417822.1	Enterovirus C95 (EV-C95)		
JX514942.1	Enterovirus C116 (EV-C116)		
JX537981.2	Enterovirus J112 (EV-J112)		
JX537991.2	Enterovirus J115 (EV-J115)		
JX961708.1	Enterovirus C118 (EV-C118)		
K00423.1	"Influenza B virus (IBV), strain B/Lee/1940"	segment 4 (HA)	
K01395.1	"Influenza B virus (IBV), strain B/Lee/1940"	segment 5 (NP)	
K02121.1	Human rhinovirus B14 (RV-B14)		
KC344833.1	Enterovirus C113 (EV-C113)		
KC787153.1	Enterovirus A119 (EV-A119)		
KC859318.1	Human rhinovirus A108 (RV-A108)		
KC859319.1	Human rhinovirus A107 (RV-A107)		
KF021594.1	"Influenza A virus (IAV), strain A/Shanghai/02/2013(H7N9)"	segment 1 (PB2)	
KF021595.1	"Influenza A virus (IAV), strain A/Shanghai/02/2013(H7N9)"	segment 2 (PB1)	
KF021596.1	"Influenza A virus (IAV), strain A/Shanghai/02/2013(H7N9)"	segment 3 (PA)	
KF021597.1	"Influenza A virus (IAV), strain A/Shanghai/02/2013(H7N9)"	segment 4 (HA)	
KF021598.1	"Influenza A virus (IAV), strain A/Shanghai/02/2013(H7N9)"	segment 5 (NP)	
KF021599.1	"Influenza A virus (IAV), strain A/Shanghai/02/2013(H7N9)"	segment 6 (NA)	
KF021600.1	"Influenza A virus (IAV), strain A/Shanghai/02/2013(H7N9)"	segment 7 (MP)	
KF021601.1	"Influenza A virus (IAV), strain A/Shanghai/02/2013(H7N9)"	segment 8 (NS)	
KF312882.1	Enterovirus B111 (EV-B111)		
KF688606.1	Human rhinovirus C50 (RV-C50)		
KF958311.1	Human rhinovirus C41 (RV-C41)		
KF990476.1	Enterovirus B106 (EV-B106)		
KJ156451.1	Enterovirus G11 (EV-G11)		
KJ418244.1	Enterovirus B112 (EV-B112)		
KJ675505.1	Human rhinovirus C42 (RV-C42)		
KJ675506.1	Human rhinovirus C23 (RV-C23)		
KJ675507.1	Human rhinovirus C22 (RV-C22)		
KJ701249.1	Enterovirus B113 (EV-B113)		
KM273013.1	Enterovirus B93 (EV-B93)		
KM486097.1	Human rhinovirus C34 (RV-C34)		
KP282614.1	Human rhinovirus C54 (RV-C54)		
KP345887.1	Enterovirus I1 (EV-I1)		
KP345888.1	Enterovirus I2 (EV-I2)		
KP890662.1	Human rhinovirus C57 (RV-C57)		
KP982873.1	Enterovirus G10 (EV-G10)		
KR997882.1	Human rhinovirus C16 (RV-C16)		
KR997885.1	Human rhinovirus C55 (RV-C55)		
KT265900.1	Enterovirus G12 (EV-G12)		
KT265903.1	Enterovirus G13 (EV-G13)		
KT265909.1	Enterovirus G14 (EV-G14)		
KT265911.2	Enterovirus G8 (EV-G8)		
KT265941.1	Enterovirus G15 (EV-G15)		
KT265961.2	Enterovirus G9 (EV-G9)		
KT266010.1	Enterovirus G16 (EV-G16)		
KT319121.2	Human parechovirus 17 (HPeV-17)		
KT879915.1	Human parechovirus 18 (HPeV-18)		
KU297674.1	Enterovirus G20 (EV-G20)		
KU355876.1	Enterovirus A114 (EV-A114)		
KU355877.1	Enterovirus A121 (EV-A121)		
KU587555.1	Enterovirus L1 (EV-L1)		
KX156158.1	Enterovirus K1 (EV-K1)		
KX156159.1	Enterovirus K2 (EV-K2)		
KY352407.1	Severe acute respiratory syndrome-related coronavirus (SARSr-CoV)		
KY624849.1	Human rhinovirus C45 (RV-C45)		
